,MovieName,Rating,Genre,Runtime,Stars
1321,Thriller,8.1,Comedy| Horror| Thriller,65 min,Stars:Donna Mills| Gary Collins| Michael Jayston| Robert Powell
1322,Red 11,5.7,Comedy| Horror| Thriller,77 min,Director:Robert Rodriguez|     Stars:Carlos Gallardo| Roby Attal| Pierce Bailey| Jasmine Balais
1323,Paranormal Activity: The Marked Ones,5,Comedy| Horror| Thriller,84 min,Director:Christopher Landon|     Stars:Andrew Jacobs| Jorge Diaz| Gabrielle Walsh| Gloria Sandoval
1324,Sightseers,6.5,Comedy| Horror| Thriller,88 min,Director:Ben Wheatley|     Stars:Alice Lowe| Kenneth Hadley| Steve Oram| Eileen Davies
1325,Amityville II: The Possession,5.5,Comedy| Horror| Thriller,104 min,Director:Damiano Damiani|     Stars:James Olson| Burt Young| Rutanya Alda| Jack Magner
1326,Children of the Corn III: Urban Harvest,4.1,Comedy| Horror| Thriller,92 min,Director:James D.R. Hickox|     Stars:Dano Cerny| Ron Melendez| Jim Metzler| Nancy Lee Grahn
1327,XX,4.6,Comedy| Horror| Thriller,80 min,Directors:Roxanne Benjamin| Karyn Kusama| St. Vincent| Jovanka Vuckovic|     Stars:Natalie Brown| Jonathan Watton| Peter DaCunha| Peyton Kennedy
1328,Needful Things,6.2,Comedy| Horror| Thriller,120 min,Director:Fraser C. Heston|     Stars:Max von Sydow| Ed Harris| Bonnie Bedelia| Amanda Plummer
1329,Q,6.1,Comedy| Horror| Thriller,93 min,Director:Larry Cohen|     Stars:David Carradine| Michael Moriarty| Candy Clark| Richard Roundtree
1330,Gakuen Mokushiroku: Highschool of the Dead,7.3,Comedy| Horror| Thriller,24 min,Stars:Jun'ichi Suwabe| Marina Inoue| Eri Kitamura| Miyuki Sawashiro
1331,The Last Kids on Earth,-1,Comedy| Horror| Thriller,-1,Stars:Nick Wolfhard| Bruce Campbell| Keith David| Rosario Dawson
1332,Invasion,7.5,Comedy| Horror| Thriller,60 min,Stars:William Fichtner| Eddie Cibrian| Kari Matchett| Lisa Sheridan
1333,Street Trash,6.1,Comedy| Horror| Thriller,91 min,Director:James M. Muro|     Stars:Mike Lackey| Bill Chepil| Vic Noto| Mark Sferrazza
1334,R.L. Stine's The Haunting Hour,8,Comedy| Horror| Thriller,23 min,Stars:Jeny Cassady| Dan Payne| Emma Grabinsky| Bailee Madison
1335,Lake Mungo,6.2,Comedy| Horror| Thriller,87 min,Director:Joel Anderson|     Stars:Rosie Traynor| David Pledger| Martin Sharpe| Talia Zucker
1336,Amazing Stories,7.4,Comedy| Horror| Thriller,30 min,Stars:Charles Durning| Douglas Seale| Louis Giambalvo| Sharon Spelman
1337,Frankenhooker,6.2,Comedy| Horror| Thriller,85 min,Director:Frank Henenlotter|     Stars:James Lorinz| Joanne Ritchie| Patty Mullen| J.J. Clark
1338,The Craft,-1,Comedy| Horror| Thriller,-1,Director:Zoe Lister-Jones|     Star:Cailee Spaeny
1339,Cursed,5,Comedy| Horror| Thriller,97 min,Director:Wes Craven|     Stars:Christina Ricci| Jesse Eisenberg| Portia de Rossi| Mya
1340,Open Water 2: Adrift,5.1,Comedy| Horror| Thriller,95 min,Director:Hans Horn|     Stars:Susan May Pratt| Richard Speight Jr.| Niklaus Lange| Ali Hillis
1341,Parents,6.2,Comedy| Horror| Thriller,81 min,Director:Bob Balaban|     Stars:Randy Quaid| Mary Beth Hurt| Sandy Dennis| Bryan Madorsky
1342,Necronomicon,5.8,Comedy| Horror| Thriller,96 min,Directors:Christophe Gans| Shûsuke Kaneko| Brian Yuzna|     Stars:Jeffrey Combs| Tony Azito| Juan Fernández| Brian Yuzna
1343,Species III,4.2,Comedy| Horror| Thriller,111 min,Director:Brad Turner|     Stars:Robin Dunne| Robert Knepper| Sunny Mabrey| Amelia Cooke
1344,Friday the 13th: The Series,7.6,Comedy| Horror| Thriller,60 min,Stars:Louise Robey| Chris Wiggins| John D. LeMay| Steve Monarque
1345,Los ojos de Julia,6.7,Comedy| Horror| Thriller,118 min,Director:Guillem Morales|     Stars:Belén Rueda| Lluís Homar| Pablo Derqui| Francesc Orella
1346,The Fury,6.4,Comedy| Horror| Thriller,118 min,Director:Brian De Palma|     Stars:Kirk Douglas| John Cassavetes| Carrie Snodgress| Charles Durning
1347,The Chucky Murders,5.6,Comedy| Horror| Thriller,-1,Star:Jorden Pasols
1348,Haunt,-1,Comedy| Horror| Thriller,92 min,Directors:Scott Beck| Bryan Woods|     Stars:Katie Stevens| Will Brittain| Lauryn Alisa McClain| Andrew Caldwell
1349,Santa Sangre,7.7,Comedy| Horror| Thriller,123 min,Director:Alejandro Jodorowsky|     Stars:Axel Jodorowsky| Blanca Guerra| Guy Stockwell| Thelma Tixou
1350,Milo,4.1,Comedy| Horror| Thriller,91 min,Director:Pascal Franchot|     Stars:Jennifer Jostyn| Antonio Fargas| Paula Cale| Richard Portnow
1351,Spawn,8.1,Comedy| Horror| Thriller,30 min,Stars:Keith David| Richard Dysart| Dominique Jennings| James Keane
1352,We Are What We Are,5.9,Comedy| Horror| Thriller,105 min,Director:Jim Mickle|     Stars:Bill Sage| Ambyr Childers| Julia Garner| Wyatt Russell
1353,Mystery Science Theater 3000: The Return,8.1,Comedy| Horror| Thriller,90 min,Stars:Felicia Day| Patton Oswalt| Jonah Ray| Baron Vaughn
1354,Chernobyl: Zona otchuzhdeniya,7.4,Comedy| Horror| Thriller,48 min,Stars:Konstantin Davydov| Sergey Romanovich| Kristina Kazinskaya| Anvar Khalilulaev
1355,The Keep,5.8,Comedy| Horror| Thriller,96 min,Director:Michael Mann|     Stars:Scott Glenn| Ian McKellen| Alberta Watson| Jürgen Prochnow
1356,Creeped Out,6.7,Comedy| Horror| Thriller,30 min,Stars:Aurora Aksnes| William Romain| Jaiden Cannatelli| Victoria Diamond
1357,Wyrmwood,6.2,Comedy| Horror| Thriller,98 min,Director:Kiah Roache-Turner|     Stars:Jay Gallagher| Bianca Bradey| Leon Burchill| Keith Agius
1358,Paranormal Activity 3,5.8,Comedy| Horror| Thriller,83 min,Directors:Henry Joost| Ariel Schulman|     Stars:Chloe Csengery| Jessica Tyler Brown| Christopher Nicholas Smith| Lauren Bittner
1359,Hell House LLC,6.4,Comedy| Horror| Thriller,93 min,Director:Stephen Cognetti|     Stars:Gore Abrams| Alice Bahlke| Danny Bellini| Theodore Bouloukos
1360,Waxwork,6.2,Comedy| Horror| Thriller,95 min,Director:Anthony Hickox|     Stars:Zach Galligan| Deborah Foreman| Jennifer Bassey| Joe Baker
1361,Straightheads,5.6,Comedy| Horror| Thriller,80 min,Director:Dan Reed|     Stars:Danny Dyer| Gillian Anderson| Adam Rayner| Antony Byrne
1362,Cronos,6.7,Comedy| Horror| Thriller,94 min,Director:Guillermo del Toro|     Stars:Federico Luppi| Ron Perlman| Claudio Brook| Margarita Isabel
1363,Xtro,5.6,Comedy| Horror| Thriller,81 min,Director:Harry Bromley Davenport|     Stars:Philip Sayer| Bernice Stegers| Danny Brainin| Maryam d'Abo
1364,Deadly Friend,5.5,Comedy| Horror| Thriller,91 min,Director:Wes Craven|     Stars:Matthew Labyorteaux| Kristy Swanson| Michael Sharrett| Anne Twomey
1365,Whiteout,5.5,Comedy| Horror| Thriller,101 min,Director:Dominic Sena|     Stars:Kate Beckinsale| Gabriel Macht| Tom Skerritt| Columbus Short
1366,Tenebre,7.2,Comedy| Horror| Thriller,101 min,Director:Dario Argento|     Stars:Anthony Franciosa| Giuliano Gemma| Christian Borromeo| Mirella D'Angelo
1367,A Field in England,6.3,Comedy| Horror| Thriller,90 min,Director:Ben Wheatley|     Stars:Julian Barratt| Peter Ferdinando| Richard Glover| Ryan Pope
1368,Tetsuo,7,Comedy| Horror| Thriller,67 min,Director:Shin'ya Tsukamoto|     Stars:Tomorô Taguchi| Kei Fujiwara| Nobu Kanaoka| Shin'ya Tsukamoto
1369,Stepfather II,5.7,Comedy| Horror| Thriller,93 min,Director:Jeff Burr|     Stars:Terry O'Quinn| Meg Foster| Caroline Williams| Jonathan Brandis
1370,Brain Damage,6.7,Comedy| Horror| Thriller,84 min,Director:Frank Henenlotter|     Stars:Rick Hearst| Gordon MacDonald| Jennifer Lowry| Theo Barnes
1371,The Blood on Satan's Claw,6.4,Comedy| Horror| Thriller,97 min,Director:Piers Haggard|     Stars:Patrick Wymark| Linda Hayden| Barry Andrews| Michele Dotrice
1372,BrainDead,8.1,Comedy| Horror| Thriller,44 min,Stars:Mary Elizabeth Winstead| Danny Pino| Aaron Tveit| Tony Shalhoub
1373,The Nun 2,-1,Comedy| Horror| Thriller,-1,Star:Bonnie Aarons
1374,The Ranger,5.2,Comedy| Horror| Thriller,77 min,Director:Jenn Wexler|     Stars:Chloë Levine| Jeremy Holm| Granit Lahu| Jeremy Pope
1375,13 Sins,6.3,Comedy| Horror| Thriller,93 min,Director:Daniel Stamm|     Stars:Mark Webber| Devon Graye| Tom Bower| Rutina Wesley
1376,An American Werewolf in Paris,5.1,Comedy| Horror| Thriller,105 min,Director:Anthony Waller|     Stars:Tom Everett Scott| Julie Delpy| Vince Vieluf| Phil Buckman
1377,The Pit,5.9,Comedy| Horror| Thriller,96 min,Director:Lew Lehman|     Stars:Sammy Snyders| Jeannie Elias| Sonja Smits| Laura Hollingsworth
1378,Faces of Death,4.1,Comedy| Horror| Thriller,105 min,Director:John Alan Schwartz|     Stars:Michael Carr| Samuel Berkowitz| Mary Ellen Brighton| Thomas Noguchi
1379,Damien: Omen II,6.3,Comedy| Horror| Thriller,107 min,Directors:Don Taylor| Mike Hodges|     Stars:William Holden| Lee Grant| Jonathan Scott-Taylor| Robert Foxworth
1380,Slumber Party Massacre II,4.5,Comedy| Horror| Thriller,77 min,Director:Deborah Brock|     Stars:Crystal Bernard| Jennifer Rhodes| Kimberly McArthur| Patrick Lowe
1381,The Returned,7.1,Comedy| Horror| Thriller,42 min,Stars:Kevin Alejandro| Agnes Bruckner| India Ennenga| Sandrine Holt
1382,Halloween 5: The Revenge of Michael Myers,5.2,Comedy| Horror| Thriller,96 min,Director:Dominique Othenin-Girard|     Stars:Donald Pleasence| Danielle Harris| Ellie Cornell| Beau Starr
1383,Afflicted,6.3,Comedy| Horror| Thriller,85 min,Directors:Derek Lee| Clif Prowse|     Stars:Clif Prowse| Derek Lee| Michael Gill| Baya Rehaz
1384,Begotten,5.9,Comedy| Horror| Thriller,72 min,Director:E. Elias Merhige|     Stars:Brian Salzberg| Donna Dempsey| Stephen Charles Barry| James Gandia
1385,The Serpent and the Rainbow,6.5,Comedy| Horror| Thriller,98 min,Director:Wes Craven|     Stars:Bill Pullman| Cathy Tyson| Zakes Mokae| Paul Winfield
1386,Trip to Bhangarh: Asia's Most Haunted Place,2.6,Comedy| Horror| Thriller,113 min,Director:Jitendra Pawar|     Stars:Manish Chaudhary| Suzanna Mukherjee| Piyush Raina| Rachit Behl
1387,Damien,7,Comedy| Horror| Thriller,60 min,Stars:Bradley James| Megalyn Echikunwoke| Omid Abtahi| Barbara Hershey
1388,The X Files: I Want to Believe,6,Comedy| Horror| Thriller,104 min,Director:Chris Carter|     Stars:David Duchovny| Gillian Anderson| Billy Connolly| Amanda Peet
1389,Frontière(s),6.3,Comedy| Horror| Thriller,108 min,Director:Xavier Gens|     Stars:Karina Testa| Aurélien Wiik| Patrick Ligardes| Samuel Le Bihan
1390,Tales from the Hood,6.3,Comedy| Horror| Thriller,98 min,Director:Rusty Cundieff|     Stars:Clarence Williams III| Corbin Bernsen| Joe Torry| De'aundre Bonds
1391,Fright Night Part 2,5.9,Comedy| Horror| Thriller,104 min,Director:Tommy Lee Wallace|     Stars:William Ragsdale| Roddy McDowall| Traci Lind| Julie Carmen
1392,Earthlings,8.7,Comedy| Horror| Thriller,95 min,Director:Shaun Monson|     Star:Joaquin Phoenix
1393,Book of Shadows: Blair Witch 2,4,Comedy| Horror| Thriller,90 min,Director:Joe Berlinger|     Stars:Jeffrey Donovan| Stephen Barker Turner| Erica Leerhsen| Kurt Loder
1394,Sebelum Iblis Menjemput,6,Comedy| Horror| Thriller,110 min,Director:Timo Tjahjanto|     Stars:Chelsea Islan| Pevita Pearce| Ray Sahetapy| Karina Suwandhi
1395,Slasher Party,3.1,Comedy| Horror| Thriller,80 min,Director:Tony Villalobos|     Stars:Vitaly Zdorovetskiy| Antonio Ramos| Simona Shyne| Timothy DeLaGhetto
1396,The Hitchhiker,6.9,Comedy| Horror| Thriller,26 min,Stars:Page Fletcher| Nicholas Campbell| Vincent Grass| Kirstie Alley
1397,The Man Who Laughs,7.8,Comedy| Horror| Thriller,110 min,Director:Paul Leni|     Stars:Mary Philbin| Conrad Veidt| Julius Molnar| Olga Baclanova
1398,Psycho III,5.3,Comedy| Horror| Thriller,93 min,Director:Anthony Perkins|     Stars:Anthony Perkins| Diana Scarwid| Jeff Fahey| Roberta Maxwell
1399,American Gothic,8.1,Comedy| Horror| Thriller,60 min,Stars:Gary Cole| Lucas Black| Paige Turco| Brenda Bakke
1400,"Eerie, Indiana",8.2,Comedy| Horror| Thriller,30 min,Stars:Omri Katz| Justin Shenkarow| Mary-Margaret Humes| Francis Guinan
1401,The Sword and the Sorcerer,5.6,Comedy| Horror| Thriller,100 min,Director:Albert Pyun|     Stars:Lee Horsley| Kathleen Beller| Simon MacCorkindale| George Maharis
1402,Død snø,6.3,Comedy| Horror| Thriller,90 min,Director:Tommy Wirkola|     Stars:Jeppe Beck Laursen| Charlotte Frogner| Jenny Skavlan| Vegar Hoel
1403,The Curse of Sleeping Beauty,4.3,Comedy| Horror| Thriller,89 min,Director:Pearry Reginald Teo|     Stars:Ethan Peck| India Eisley| Natalie Hall| Bruce Davison
1404,April Fool's Day,6.2,Comedy| Horror| Thriller,89 min,Director:Fred Walton|     Stars:Deborah Foreman| Griffin O'Neal| Clayton Rohner| Jay Baker
1405,Shadows,7.6,Comedy| Horror| Thriller,-1,Stars:Neville Barber| Gwyneth Strong| George Waring| Jenny Agutter
1406,Daddy's Girl,6.5,Comedy| Horror| Thriller,81 min,Director:Julian Richards|     Stars:Jemma Dallender| Costas Mandylor| Jesse Moss| Britt McKillip
1407,Devil's Gate,5.1,Comedy| Horror| Thriller,94 min,Director:Clay Staub|     Stars:Amanda Schull| Shawn Ashmore| Milo Ventimiglia| Bridget Regan
1408,Attack of the 50 Foot Woman,5.1,Comedy| Horror| Thriller,65 min,Director:Nathan Juran|     Stars:Allison Hayes| William Hudson| Yvette Vickers| Roy Gordon
1409,Tower of Evil,5.5,Comedy| Horror| Thriller,89 min,Director:Jim O'Connolly|     Stars:Bryant Haliday| Jill Haworth| Mark Edwards| Jack Watson
1410,The Twilight Zone,7.3,Comedy| Horror| Thriller,43 min,Stars:Forest Whitaker| June B. Wilde| Chris Shields| Artine Tony Browne
1411,Piranhaconda,3,Comedy| Horror| Thriller,86 min,Director:Jim Wynorski|     Stars:Michael Madsen| Rachel Hunter| Rib Hillis| Terri Ivens
1412,The Tommyknockers,5.4,Comedy| Horror| Thriller,181 min,Stars:Jimmy Smits| Marg Helgenberger| John Ashton| Allyce Beasley
1413,Hell,5.9,Comedy| Horror| Thriller,89 min,Director:Tim Fehlbaum|     Stars:Lilo Baur| Marco Calamandrei| Lisa Vicari| Lars Eidinger
1414,Wishmaster,5.8,Comedy| Horror| Thriller,90 min,Director:Robert Kurtzman|     Stars:Tammy Lauren| Andrew Divoff| Robert Englund| Chris Lemmon
1415,Extraterrestrial,5,Comedy| Horror| Thriller,101 min,Director:Colin Minihan|     Stars:Brittany Allen| Freddie Stroma| Jesse Moss| Anja Savcic
1416,The Field Guide to Evil,4.9,Comedy| Horror| Thriller,117 min,Directors:Ashim Ahluwalia| Can Evrenol| Severin Fiala| Veronika Franz| Katrin Gebbe| Calvin Reeder| Agnieszka Smoczynska| Peter Strickland| Yannis Veslemes|     Stars:Birgit Minichmayr| Jilon VanOver| Sarah Navratil| Claude Duhamel
1417,Paranormal Activity: The Ghost Dimension,4.6,Comedy| Horror| Thriller,88 min,Director:Gregory Plotkin|     Stars:Chris J. Murray| Brit Shaw| Ivy George| Dan Gill
1418,Satanic Panic,8.3,Comedy| Horror| Thriller,85 min,Director:Chelsea Stardust|     Stars:Whitney Moore| Rebecca Romijn| Jerry O'Connell| Jordan Ladd
1419,Michael Jackson: Thriller,8.7,Comedy| Horror| Thriller,13 min,Director:John Landis|     Stars:Michael Jackson| Ola Ray| Forrest J. Ackerman| Reed Armstrong
1420,Heavy Rain,9,Comedy| Horror| Thriller,-1,Director:David Cage|     Stars:Pascal Langdale| Jacqui Ainsley| Judi Beecher| Sam Douglas
1421,Zombie Strippers!,4.1,Comedy| Horror| Thriller,94 min,Director:Jay Lee|     Stars:Jenna Jameson| Robert Englund| Roxy Saint| Penny Vital
1422,Cheerleader Camp,4.7,Comedy| Horror| Thriller,89 min,Director:John Quinn|     Stars:Betsy Russell| Leif Garrett| Lucinda Dickey| Lorie Griffin
1423,The Mutilator,5.3,Comedy| Horror| Thriller,86 min,Directors:Buddy Cooper| John Douglass|     Stars:Matt Mitler| Ruth Martinez| Bill Hitchcock| Connie Rogers
1424,The ABCs of Death,4.7,Comedy| Horror| Thriller,129 min,Directors:Kaare Andrews| Angela Bettis| Hélène Cattet| Ernesto Díaz Espinoza| Jason Eisener| Bruno Forzani| Adrián García Bogliano| Xavier Gens| Jorge Michel Grau| Lee Hardcastle| Noboru Iguchi| Thomas Cappelen Malling| Anders Morgenthaler| Yoshihiro Nishimura| Banjong Pisanthanakun| Simon Rumley| Marcel Sarmiento| Jon Schnepp| Srdjan Spasojevic| Timo Tjahjanto| Andrew Traucki| Nacho Vigalondo| Jake West| Ti West| Ben Wheatley| Adam Wingard| Yudai Yamaguchi|     Stars:Ingrid Bolsø Berdal| Iván González| Kyra Zagorsky| Lucy Clements
1425,Evils of the Night,3.3,Comedy| Horror| Thriller,84 min,Director:Mardi Rustam|     Stars:Neville Brand| Aldo Ray| Tina Louise| John Carradine
1426,Yôjû toshi,6.8,Comedy| Horror| Thriller,82 min,Director:Yoshiaki Kawajiri|     Stars:Yûsaku Yara| Toshiko Fujita| Ichirô Nagai| Takeshi Aono
1427,Strange Invaders,5.5,Comedy| Horror| Thriller,92 min,Director:Michael Laughlin|     Stars:Paul Le Mat| Nancy Allen| Diana Scarwid| Michael Lerner
1428,Cooties,5.7,Comedy| Horror| Thriller,88 min,Directors:Jonathan Milott| Cary Murnion|     Stars:Elijah Wood| Rainn Wilson| Alison Pill| Jack McBrayer
1429,Cat People,7.4,Comedy| Horror| Thriller,73 min,Director:Jacques Tourneur|     Stars:Simone Simon| Tom Conway| Kent Smith| Jane Randolph
1430,Next of Kin,6.4,Comedy| Horror| Thriller,89 min,Director:Tony Williams|     Stars:Jacki Kerin| John Jarratt| Alex Scott| Gerda Nicolson
1431,The Possessed,5.3,Comedy| Horror| Thriller,76 min,Director:Jerry Thorpe|     Stars:James Farentino| Harrison Ford| Claudette Nevins| Eugene Roche
1432,Bad Moon,5.8,Comedy| Horror| Thriller,80 min,Director:Eric Red|     Stars:Mariel Hemingway| Michael Paré| Mason Gamble| Ken Pogue
1433,Los Parecidos,5.9,Comedy| Horror| Thriller,89 min,Director:Isaac Ezban|     Stars:Luis Alberti| Carmen Beato| Fernando Becerril| Humberto Busto
1434,Metro Exodus,8.3,Comedy| Horror| Thriller,-1,Director:Andrew Prokhorov|     Stars:Christopher L. Parson| Anna Graves| Jamieson Price| Matt Riedy
1435,Tales of Halloween,5.5,Comedy| Horror| Thriller,92 min,Directors:Darren Lynn Bousman| Axelle Carolyn| Adam Gierasch| Andrew Kasch| Neil Marshall| Lucky McKee| Mike Mendez| Dave Parker| Ryan Schifrin| John Skipp| Paul Solet|     Stars:Adrienne Barbeau| Hunter Smit| Cameron Easton| Caroline Williams
1436,Deathgasm,6.3,Comedy| Horror| Thriller,86 min,Director:Jason Lei Howden|     Stars:Milo Cawthorne| James Blake| Kimberley Crossman| Sam Berkley
1437,Häxan,7.7,Comedy| Horror| Thriller,91 min,Director:Benjamin Christensen|     Stars:Benjamin Christensen| Elisabeth Christensen| Maren Pedersen| Clara Pontoppidan
1438,Carnival of Souls,7.2,Comedy| Horror| Thriller,78 min,Director:Herk Harvey|     Stars:Candace Hilligoss| Frances Feist| Sidney Berger| Art Ellison
1439,Willard,6.2,Comedy| Horror| Thriller,100 min,Director:Glen Morgan|     Stars:Crispin Glover| R. Lee Ermey| Laura Harring| Jackie Burroughs
1440,Deadgirl,5.7,Comedy| Horror| Thriller,101 min,Directors:Marcel Sarmiento| Gadi Harel|     Stars:Shiloh Fernandez| Noah Segan| Candice King| Eric Podnar
1441,The Bay,5.6,Comedy| Horror| Thriller,84 min,Director:Barry Levinson|     Stars:Will Rogers| Kristen Connolly| Kether Donohue| Frank Deal
1442,La isla mínima,7.3,Comedy| Horror| Thriller,105 min,Director:Alberto Rodríguez|     Stars:Javier Gutiérrez| Raúl Arévalo| María Varod| Perico Cervantes
1443,Deadly Crush,5,Comedy| Horror| Thriller,85 min,Director:Dakota Aesquivel|     Stars:William Sadler| Courtney Gains| Jenna Willis| James William O'Halloran
1444,Breeders,3.6,Comedy| Horror| Thriller,77 min,Director:Tim Kincaid|     Stars:Teresa Farley| Lance Lewman| Frances Raines| Natalie O'Connell
1445,The Facility,4.8,Comedy| Horror| Thriller,80 min,Director:Ian Clark|     Stars:Aneurin Barnard| Alex Reid| Chris Larkin| Jack Doolan
1446,The Bride,5.3,Comedy| Horror| Thriller,118 min,Director:Franc Roddam|     Stars:Sting| Jennifer Beals| Anthony Higgins| Clancy Brown
1447,Diabolique,5.4,Comedy| Horror| Thriller,107 min,Director:Jeremiah S. Chechik|     Stars:Sharon Stone| Isabelle Adjani| Chazz Palminteri| Kathy Bates
1448,Ted Bundy,5.9,Comedy| Horror| Thriller,99 min,Director:Matthew Bright|     Stars:Michael Reilly Burke| Boti Bliss| Julianna McCarthy| Jennifer Tisdale
1449,Supernova,4.8,Comedy| Horror| Thriller,90 min,Director:Walter Hill|     Stars:James Spader| Peter Facinelli| Robin Tunney| Angela Bassett
1450,Martyrs,4,Comedy| Horror| Thriller,86 min,Directors:Kevin Goetz| Michael Goetz|     Stars:Troian Bellisario| Bailey Noble| Kate Burton| Caitlin Carmichael
1451,Endzeit,5.4,Comedy| Horror| Thriller,90 min,Director:Carolina Hellsgård|     Stars:Marco Albrecht| Trine Dyrholm| Gro Swantje Kohlhof| Maja Lehrer
1452,The Last Exorcism,5.6,Comedy| Horror| Thriller,87 min,Director:Daniel Stamm|     Stars:Patrick Fabian| Ashley Bell| Iris Bahr| Louis Herthum
1453,Thriller,8.3,Comedy| Horror| Thriller,50 min,Stars:Boris Karloff| Richard Peel| Henry Daniell| Lillian O'Malley
1454,The Legend of Hell House,6.8,Comedy| Horror| Thriller,95 min,Director:John Hough|     Stars:Roddy McDowall| Gayle Hunnicutt| Pamela Franklin| Clive Revill
1455,The Company of Wolves,6.7,Comedy| Horror| Thriller,95 min,Director:Neil Jordan|     Stars:Sarah Patterson| Angela Lansbury| David Warner| Graham Crowden
1456,Body Snatchers,5.9,Comedy| Horror| Thriller,87 min,Director:Abel Ferrara|     Stars:Gabrielle Anwar| Meg Tilly| Terry Kinney| Reilly Murphy
1457,The Maus,4.3,Comedy| Horror| Thriller,90 min,Director:Yayo Herrero|     Stars:August Wittgenstein| Alma Terzic| Ella Jazz| Aleksandar Seksan
1458,SiREN,5.3,Comedy| Horror| Thriller,82 min,Director:Gregg Bishop|     Stars:Chase Williamson| Hannah Fierman| Justin Welborn| Hayes Mercure
1459,Robo Vampire,3.6,Comedy| Horror| Thriller,90 min,Director:Godfrey Ho|     Stars:Robin Mackay| Nian Watts| Harry Myles| Joe Browne
1460,The Other Side of the Door,5.3,Comedy| Horror| Thriller,96 min,Director:Johannes Roberts|     Stars:Sarah Wayne Callies| Jeremy Sisto| Sofia Rosinsky| Logan Creran
1461,BloodRayne: The Third Reich,3,Comedy| Horror| Thriller,79 min,Director:Uwe Boll|     Stars:Natassia Malthe| Brendan Fletcher| Michael Paré| Willam Belli
1462,Diary of the Dead,5.7,Comedy| Horror| Thriller,95 min,Director:George A. Romero|     Stars:Michelle Morgan| Joshua Close| Shawn Roberts| Todd Schroeder
1463,Flight 7500,4.9,Comedy| Horror| Thriller,97 min,Director:Takashi Shimizu|     Stars:Leslie Bibb| Ryan Kwanten| Amy Smart| Jamie Chung
1464,See No Evil,5.1,Comedy| Horror| Thriller,84 min,Director:Gregory Dark|     Stars:Glenn Jacobs| Christina Vidal| Michael J. Pagan| Samantha Noble
1465,Witchfinder General,6.9,Comedy| Horror| Thriller,86 min,Director:Michael Reeves|     Stars:Vincent Price| Ian Ogilvy| Rupert Davies| Hilary Heath
1466,Constantine: City of Demons,7.6,Comedy| Horror| Thriller,90 min,Stars:Matt Ryan| Damian O'Hare| Laura Bailey| Emily O'Brien
1467,Snow White: A Tale of Terror,6.3,Comedy| Horror| Thriller,100 min,Director:Michael Cohn|     Stars:Sigourney Weaver| Sam Neill| Gil Bellows| Taryn Davis
1468,Onibaba,8,Comedy| Horror| Thriller,103 min,Director:Kaneto Shindô|     Stars:Nobuko Otowa| Jitsuko Yoshimura| Kei Satô| Jûkichi Uno
1469,Trench 11,5.4,Comedy| Horror| Thriller,90 min,Director:Leo Scherman|     Stars:Rossif Sutherland| Robert Stadlober| Charlie Carrick| Shaun Benson
1470,Boarding School,5.8,Comedy| Horror| Thriller,111 min,Director:Boaz Yakin|     Stars:Luke Prael| Samantha Mathis| David Aaron Baker| Michael Wikes
1471,Córki dancingu,6.4,Comedy| Horror| Thriller,92 min,Director:Agnieszka Smoczynska|     Stars:Marta Mazurek| Michalina Olszanska| Kinga Preis| Andrzej Konopka
1472,Viy,7.5,Comedy| Horror| Thriller,77 min,Directors:Konstantin Ershov| Georgiy Kropachyov|     Stars:Leonid Kuravlyov| Natalya Varley| Aleksey Glazyrin| Nikolay Kutuzov
1473,Shadow in the Cloud,-1,Comedy| Horror| Thriller,-1,Director:Roseanne Liang|     Stars:Chloë Grace Moretz| Nick Robinson| Callan Mulvey| Taylor John Smith
1474,The Picture of Dorian Gray,7.6,Comedy| Horror| Thriller,110 min,Director:Albert Lewin|     Stars:George Sanders| Hurd Hatfield| Donna Reed| Angela Lansbury
1475,The Order,5.2,Comedy| Horror| Thriller,102 min,Director:Brian Helgeland|     Stars:Heath Ledger| Mark Addy| Shannyn Sossamon| Benno Fürmann
1476,Leprechaun: Origins,3.3,Comedy| Horror| Thriller,90 min,Director:Zach Lipovsky|     Stars:Dylan Postl| Stephanie Bennett| Andrew Dunbar| Melissa Roxburgh
1477,The Grudge 2,5,Comedy| Horror| Thriller,102 min,Director:Takashi Shimizu|     Stars:Amber Tamblyn| Edison Chen| Arielle Kebbel| Sarah Michelle Gellar
1478,I'm Just F*cking With You,5.6,Comedy| Horror| Thriller,81 min,Director:Adam Mason|     Stars:Hayes MacArthur| Jessica McNamee| Keir O'Donnell
1479,Don't Watch This,3.2,Comedy| Horror| Thriller,-1,Stars:Kattrena Clarke| Makenzie Coleman| Deja Cruz| Kashia Galvan
1480,The Trollenberg Terror,4.9,Comedy| Horror| Thriller,84 min,Director:Quentin Lawrence|     Stars:Forrest Tucker| Laurence Payne| Jennifer Jayne| Janet Munro
1481,Ouija House,3.1,Comedy| Horror| Thriller,95 min,Director:Ben Demaree|     Stars:Mischa Barton| Tara Reid| Carly Schroeder| Dee Wallace
1482,Burying the Ex,5.4,Comedy| Horror| Thriller,89 min,Director:Joe Dante|     Stars:Anton Yelchin| Ashley Greene| Alexandra Daddario| Oliver Cooper
1483,Hei tai yang 731,6.1,Comedy| Horror| Thriller,105 min,Director:Tun Fei Mou|     Stars:Jianxin Chen| Hsu Gou| Linjie Hao| Haizhe Jin
