,MovieName,Rating,Genre,Runtime,Stars
460,He's Out There,5.2,Comedy| Horror| Thriller,89 min,Director:Quinn Lasher|     Stars:Yvonne Strahovski| Anna Pniowsky| Abigail Pniowsky| Ryan McDonald
461,Predator 2,6.3,Comedy| Horror| Thriller,108 min,Director:Stephen Hopkins|     Stars:Danny Glover| Gary Busey| Kevin Peter Hall| Rubén Blades
462,The Witches,-1,Comedy| Horror| Thriller,-1,Director:Robert Zemeckis|     Stars:Anne Hathaway| Stanley Tucci| Octavia Spencer| Chris Rock
463,Drag Me to Hell,6.6,Comedy| Horror| Thriller,99 min,Director:Sam Raimi|     Stars:Alison Lohman| Justin Long| Ruth Livier| Lorna Raver
464,Hagazussa,5.9,Comedy| Horror| Thriller,102 min,Director:Lukas Feigelfeld|     Stars:Aleksandra Cwen| Celina Peter| Claudia Martini| Tanja Petrovsky
465,Jeepers Creepers,6.2,Comedy| Horror| Thriller,90 min,Director:Victor Salva|     Stars:Gina Philips| Justin Long| Jonathan Breck| Patricia Belcher
466,Bleach,8.2,Comedy| Horror| Thriller,24 min,Stars:Johnny Yong Bosch| Michelle Ruff| Stephanie Sheh| Jamieson Price
467,What Lies Beneath,6.6,Comedy| Horror| Thriller,130 min,Director:Robert Zemeckis|     Stars:Harrison Ford| Michelle Pfeiffer| Katharine Towne| Miranda Otto
468,The Purge: Election Year,6,Comedy| Horror| Thriller,108 min,Director:James DeMonaco|     Stars:Frank Grillo| Elizabeth Mitchell| Mykelti Williamson| Joseph Julian Soria
469,Scouts Guide to the Zombie Apocalypse,6.3,Comedy| Horror| Thriller,93 min,Director:Christopher Landon|     Stars:Tye Sheridan| Logan Miller| Joey Morgan| Sarah Dumont
470,The Purge: Anarchy,6.5,Comedy| Horror| Thriller,103 min,Director:James DeMonaco|     Stars:Frank Grillo| Carmen Ejogo| Zach Gilford| Kiele Sanchez
471,AVP: Alien vs. Predator,5.6,Comedy| Horror| Thriller,101 min,Director:Paul W.S. Anderson|     Stars:Sanaa Lathan| Lance Henriksen| Raoul Bova| Ewen Bremner
472,Ghost Stories,6.4,Comedy| Horror| Thriller,98 min,Directors:Jeremy Dyson| Andy Nyman|     Stars:Andy Nyman| Martin Freeman| Paul Whitehouse| Alex Lawther
473,Starfish,5.7,Comedy| Horror| Thriller,99 min,Director:A.T. White|     Stars:Virginia Gardner| Christina Masterson| Eric Beecroft| Natalie Mitchell
474,Cell,4.3,Comedy| Horror| Thriller,98 min,Director:Tod Williams|     Stars:John Cusack| Samuel L. Jackson| Isabelle Fuhrman| Clark Sarullo
475,You're Next,6.6,Comedy| Horror| Thriller,95 min,Director:Adam Wingard|     Stars:Sharni Vinson| Joe Swanberg| AJ Bowen| Nicholas Tucci
476,The Haunting,4.9,Comedy| Horror| Thriller,113 min,Director:Jan de Bont|     Stars:Liam Neeson| Catherine Zeta-Jones| Owen Wilson| Lili Taylor
477,The Strangers: Prey at Night,5.2,Comedy| Horror| Thriller,85 min,Director:Johannes Roberts|     Stars:Christina Hendricks| Martin Henderson| Bailee Madison| Lewis Pullman
478,Origin,7.2,Comedy| Horror| Thriller,45 min,Stars:Natalia Tena| Tom Felton| Sen Mitsuji| Nora Arnezeder
479,Bubba Ho-Tep,7.1,Comedy| Horror| Thriller,92 min,Director:Don Coscarelli|     Stars:Bruce Campbell| Ossie Davis| Bob Ivy| Ella Joyce
480,The Munsters,7.8,Comedy| Horror| Thriller,30 min,Stars:Fred Gwynne| Al Lewis| Yvonne De Carlo| Butch Patrick
481,The Pyramid,4.6,Comedy| Horror| Thriller,89 min,Director:Grégory Levasseur|     Stars:Ashley Hinshaw| James Buckley| Denis O'Hare| Christa Nicola
482,House at the End of the Street,5.6,Comedy| Horror| Thriller,101 min,Director:Mark Tonderai|     Stars:Jennifer Lawrence| Elisabeth Shue| Max Thieriot| Gil Bellows
483,Red Riding Hood,5.5,Comedy| Horror| Thriller,100 min,Director:Catherine Hardwicke|     Stars:Amanda Seyfried| Lukas Haas| Gary Oldman| Billy Burke
484,The Wolfman,5.8,Comedy| Horror| Thriller,103 min,Director:Joe Johnston|     Stars:Benicio Del Toro| Anthony Hopkins| Emily Blunt| Simon Merrells
485,Lifeforce,6.1,Comedy| Horror| Thriller,101 min,Director:Tobe Hooper|     Stars:Steve Railsback| Mathilda May| Peter Firth| Frank Finlay
486,Fright Night,7.1,Comedy| Horror| Thriller,106 min,Director:Tom Holland|     Stars:Chris Sarandon| William Ragsdale| Amanda Bearse| Roddy McDowall
487,Doom,5.2,Comedy| Horror| Thriller,105 min,Director:Andrzej Bartkowiak|     Stars:Karl Urban| Rosamund Pike| Dwayne Johnson| Deobia Oparei
488,Maniac,6.1,Comedy| Horror| Thriller,89 min,Director:Franck Khalfoun|     Stars:Elijah Wood| Nora Arnezeder| America Olivo| Megan Duffy
489,Black Death,6.4,Comedy| Horror| Thriller,102 min,Director:Christopher Smith|     Stars:Eddie Redmayne| Sean Bean| Carice van Houten| Kimberley Nixon
490,The Wind,5.6,Comedy| Horror| Thriller,86 min,Director:Emma Tammi|     Stars:Caitlin Gerard| Julia Goldani Telles| Ashley Zukerman| Miles Anderson
491,Are You Afraid of the Dark?,8.3,Comedy| Horror| Thriller,30 min,Stars:Ross Hull| Daniel DeSanto| Raine Pare-Coull| Jodie Resther
492,Troll,4.4,Comedy| Horror| Thriller,82 min,Director:John Carl Buechler|     Stars:Michael Moriarty| Shelley Hack| Noah Hathaway| Jenny Beck
493,Tumbbad,8.3,Comedy| Horror| Thriller,104 min,Directors:Rahi Anil Barve| Anand Gandhi| Adesh Prasad|     Stars:Sohum Shah| Jyoti Malshe| Anita Date| Ronjini Chakraborty
494,Jacob's Ladder,7.5,Comedy| Horror| Thriller,113 min,Director:Adrian Lyne|     Stars:Tim Robbins| Elizabeth Peña| Danny Aiello| Matt Craven
495,The Bad Seed,7.5,Comedy| Horror| Thriller,129 min,Director:Mervyn LeRoy|     Stars:Nancy Kelly| Patty McCormack| Henry Jones| Eileen Heckart
496,House,6.2,Comedy| Horror| Thriller,93 min,Director:Steve Miner|     Stars:William Katt| Kay Lenz| George Wendt| Richard Moll
497,Mata Batin 2,5.5,Comedy| Horror| Thriller,116 min,Director:Rocky Soraya|     Stars:Jessica Mila| Nabilah Ratna Ayu Azalia| Sophia Latjuba| Jeremy Thomas
498,Final Destination 2,6.2,Comedy| Horror| Thriller,90 min,Director:David R. Ellis|     Stars:A.J. Cook| Ali Larter| Tony Todd| Michael Landes
499,The Omen,7.6,Comedy| Horror| Thriller,111 min,Director:Richard Donner|     Stars:Gregory Peck| Lee Remick| Harvey Stephens| David Warner
500,Creepshow,6.9,Comedy| Horror| Thriller,120 min,Director:George A. Romero|     Stars:Hal Holbrook| Leslie Nielsen| Adrienne Barbeau| E.G. Marshall
501,The Twilight Zone,7.8,Comedy| Horror| Thriller,45 min,Stars:Robin Ward| Charles Aidman| Richard Mulligan| William Atherton
502,The Boy Next Door,4.7,Comedy| Horror| Thriller,91 min,Director:Rob Cohen|     Stars:Jennifer Lopez| Ryan Guzman| Kristin Chenoweth| John Corbett
503,Possum,5.6,Comedy| Horror| Thriller,85 min,Director:Matthew Holness|     Stars:Sean Harris| Alun Armstrong| Simon Bubb| Andy Blithe
504,Army of the Dead,-1,Comedy| Horror| Thriller,-1,Director:Zack Snyder|     Stars:Dave Bautista| Ella Purnell| Ana de la Reguera| Theo Rossi
505,End Trip,7.9,Comedy| Horror| Thriller,85 min,Director:Aaron Jay Rome|     Stars:Dean J. West| Aaron Jay Rome| Ashley Lenz| Jaren Mitchell
506,Ouija: Origin of Evil,6.1,Comedy| Horror| Thriller,99 min,Director:Mike Flanagan|     Stars:Elizabeth Reaser| Lulu Wilson| Annalise Basso| Henry Thomas
507,Marrowbone,6.6,Comedy| Horror| Thriller,110 min,Director:Sergio G. Sánchez|     Stars:George MacKay| Anya Taylor-Joy| Charlie Heaton| Mia Goth
508,Creep,6.3,Comedy| Horror| Thriller,77 min,Director:Patrick Brice|     Stars:Patrick Brice| Mark Duplass
509,St. Agatha,5.3,Comedy| Horror| Thriller,103 min,Director:Darren Lynn Bousman|     Stars:Sabrina Kern| Carolyn Hennesy| Courtney Halverson| Lindsay Seim
510,Life After Beth,5.6,Comedy| Horror| Thriller,89 min,Director:Jeff Baena|     Stars:Aubrey Plaza| Dane DeHaan| John C. Reilly| Molly Shannon
511,Constantine,7.6,Comedy| Horror| Thriller,43 min,Stars:Matt Ryan| Harold Perrineau| Charles Halford| Angélica Celaya
512,Salem's Lot,6.8,Comedy| Horror| Thriller,200 min,Director:Tobe Hooper|     Stars:David Soul| James Mason| Lance Kerwin| Bonnie Bedelia
513,Three,5,Comedy| Horror| Thriller,95 min,Director:Stewart Raffill|     Stars:Billy Zane| Kelly Brook| Juan Pablo Di Pace| Todd Collins
514,Fright Night,6.4,Comedy| Horror| Thriller,106 min,Director:Craig Gillespie|     Stars:Anton Yelchin| Colin Farrell| David Tennant| Toni Collette
515,Day of the Woman,5.7,Comedy| Horror| Thriller,101 min,Director:Meir Zarchi|     Stars:Camille Keaton| Eron Tabor| Richard Pace| Anthony Nichols
516,The Burning,6.5,Comedy| Horror| Thriller,91 min,Director:Tony Maylam|     Stars:Brian Matthews| Leah Ayres| Brian Backer| Larry Joshua
517,Tone-Deaf,6.6,Comedy| Horror| Thriller,-1,Director:Richard Bates Jr.|     Stars:Amanda Crew| Robert Patrick| Hayley Marie Norman| Johnny Pemberton
518,Cabin Fever,5.6,Comedy| Horror| Thriller,93 min,Director:Eli Roth|     Stars:Jordan Ladd| Rider Strong| James DeBello| Cerina Vincent
519,Pet Sematary II,4.8,Comedy| Horror| Thriller,100 min,Director:Mary Lambert|     Stars:Edward Furlong| Anthony Edwards| Clancy Brown| Jared Rushton
520,Psycho,4.6,Comedy| Horror| Thriller,105 min,Director:Gus Van Sant|     Stars:Vince Vaughn| Anne Heche| Julianne Moore| Viggo Mortensen
521,El Jardín de Bronce,8.1,Comedy| Horror| Thriller,60 min,Stars:Joaquín Furriel| Norma Aleandro| Daniel Fanego| Luis Luque
522,What Keeps You Alive,5.7,Comedy| Horror| Thriller,98 min,Director:Colin Minihan|     Stars:Hannah Emily Anderson| Brittany Allen| Martha MacIsaac| Joey Klein
523,Hammer House of Horror,7.8,Comedy| Horror| Thriller,54 min,Stars:Nicholas Ball| Anna Calder-Marshall| Christopher Cazenove| Peter Cushing
524,The Return of the Living Dead,7.4,Comedy| Horror| Thriller,91 min,Director:Dan O'Bannon|     Stars:Clu Gulager| James Karen| Don Calfa| Thom Mathews
525,Book of Monsters,5.1,Comedy| Horror| Thriller,84 min,Director:Stewart Sparke|     Stars:Lyndsey Craine| Michaela Longden| Lizzie Aaryn-Stanton| Daniel Thrace
526,The Frighteners,7.1,Comedy| Horror| Thriller,110 min,Director:Peter Jackson|     Stars:Michael J. Fox| Trini Alvarado| Peter Dobson| John Astin
527,Dawn of the Dead,7.9,Comedy| Horror| Thriller,127 min,Director:George A. Romero|     Stars:David Emge| Ken Foree| Scott H. Reiniger| Gaylen Ross
528,Saw II,6.6,Comedy| Horror| Thriller,93 min,Director:Darren Lynn Bousman|     Stars:Donnie Wahlberg| Beverley Mitchell| Franky G| Emmanuelle Vaugier
529,Await Further Instructions,4.8,Comedy| Horror| Thriller,91 min,Director:Johnny Kevorkian|     Stars:Sam Gittins| Neerja Naik| Abigail Cruttenden| David Bradley
530,[Rec],7.5,Comedy| Horror| Thriller,78 min,Directors:Jaume Balagueró| Paco Plaza|     Stars:Manuela Velasco| Ferran Terraza| Jorge-Yamam Serrano| Pablo Rosso
531,Horns,6.5,Comedy| Horror| Thriller,120 min,Director:Alexandre Aja|     Stars:Daniel Radcliffe| Juno Temple| Max Minghella| Joe Anderson
532,The Grudge,5.9,Comedy| Horror| Thriller,91 min,Director:Takashi Shimizu|     Stars:Sarah Michelle Gellar| Jason Behr| Clea DuVall| William Mapother
533,Before I Wake,6.2,Comedy| Horror| Thriller,97 min,Director:Mike Flanagan|     Stars:Kate Bosworth| Thomas Jane| Jacob Tremblay| Annabeth Gish
534,Ghostland,6.4,Comedy| Horror| Thriller,91 min,Director:Pascal Laugier|     Stars:Crystal Reed| Mylène Farmer| Anastasia Phillips| Emilia Jones
535,Goosebumps,7.8,Comedy| Horror| Thriller,22 min,Stars:R.L. Stine| Kathryn Short| Cody Jones| Scott Wickware
536,Friday the 13th Part VI: Jason Lives,6,Comedy| Horror| Thriller,86 min,Director:Tom McLoughlin|     Stars:Thom Mathews| Jennifer Cooke| David Kagen| Kerry Noonan
537,The Island of Dr. Moreau,4.5,Comedy| Horror| Thriller,96 min,Directors:John Frankenheimer| Richard Stanley|     Stars:David Thewlis| Marlon Brando| Val Kilmer| Fairuza Balk
538,The Call,6.7,Comedy| Horror| Thriller,94 min,Director:Brad Anderson|     Stars:Halle Berry| Evie Thompson| Abigail Breslin| Morris Chestnut
539,Wolf Creek,6.3,Comedy| Horror| Thriller,99 min,Director:Greg McLean|     Stars:Nathan Phillips| Cassandra Magrath| Kestie Morassi| John Jarratt
540,Scream 3,5.6,Comedy| Horror| Thriller,116 min,Director:Wes Craven|     Stars:David Arquette| Neve Campbell| Courteney Cox| Liev Schreiber
541,Slither,6.5,Comedy| Horror| Thriller,95 min,Director:James Gunn|     Stars:Nathan Fillion| Elizabeth Banks| Michael Rooker| Don Thompson
542,Trolljegeren,7,Comedy| Horror| Thriller,103 min,Director:André Øvredal|     Stars:Otto Jespersen| Robert Stoltenberg| Knut Nærum| Glenn Erland Tosterud
543,Lake Placid,5.7,Comedy| Horror| Thriller,82 min,Director:Steve Miner|     Stars:Bridget Fonda| Bill Pullman| Oliver Platt| Brendan Gleeson
544,Leatherface,5,Comedy| Horror| Thriller,90 min,Directors:Alexandre Bustillo| Julien Maury|     Stars:Stephen Dorff| Lili Taylor| Sam Strike| Vanessa Grasse
545,Pâfekuto burû,7.9,Comedy| Horror| Thriller,81 min,Director:Satoshi Kon|     Stars:Junko Iwao| Rica Matsumoto| Shinpachi Tsuji| Masaaki Ôkura
546,The Reef,5.8,Comedy| Horror| Thriller,94 min,Director:Andrew Traucki|     Stars:Damian Walshe-Howling| Gyton Grantley| Adrienne Pickering| Zoe Naylor
547,Being Human,7.8,Comedy| Horror| Thriller,60 min,Stars:Lenora Crichlow| Russell Tovey| Aidan Turner| Sinead Keenan
548,The Woman in Black 2: Angel of Death,4.9,Comedy| Horror| Thriller,98 min,Director:Tom Harper|     Stars:Helen McCrory| Jeremy Irvine| Phoebe Fox| Leanne Best
549,The Odds,4.5,Comedy| Horror| Thriller,107 min,Director:Bob Giordano|     Stars:Abbi Butler| James J. Fuertes| Katie Gunn| Les Parker
550,The Human Centipede III (Final Sequence),2.8,Comedy| Horror| Thriller,102 min,Director:Tom Six|     Stars:Dieter Laser| Laurence R. Harvey| Eric Roberts| Robert LaSardo
551,Der goldene Handschuh,6.7,Comedy| Horror| Thriller,115 min,Director:Fatih Akin|     Stars:Jonas Dassler| Adam Bousdoukos| Margarete Tiesel| Marc Hosemann
552,The Void,5.8,Comedy| Horror| Thriller,90 min,Directors:Jeremy Gillespie| Steven Kostanski|     Stars:Aaron Poole| Kenneth Welsh| Daniel Fathers| Kathleen Munroe
553,Redcon-1,4.7,Comedy| Horror| Thriller,115 min,Director:Chee Keong Cheung|     Stars:Oris Erhuero| Carlos Gallardo| Mark Strange| Katarina Leigh Waters
554,Truth or Dare,5.1,Comedy| Horror| Thriller,90 min,Director:Nick Simon|     Stars:Cassandra Scerbo| Brytni Sarpy| Mason Dye| Alexxis Lemire
555,Teeth,5.4,Comedy| Horror| Thriller,94 min,Director:Mitchell Lichtenstein|     Stars:Jess Weixler| John Hensley| Josh Pais| Hale Appleman
556,The Cleaning Lady,5.4,Comedy| Horror| Thriller,90 min,Director:Jon Knautz|     Stars:Alexis Kendra| Stelio Savante| Rachel Alig| Elizabeth Sandy
557,Wish Upon,5.1,Comedy| Horror| Thriller,90 min,Director:John R. Leonetti|     Stars:Joey King| Ryan Phillippe| Ki Hong Lee| Mitchell Slaggert
558,The Gate,6,Comedy| Horror| Thriller,85 min,Director:Tibor Takács|     Stars:Stephen Dorff| Christa Denton| Louis Tripp| Kelly Rowan
559,Circle,6,Comedy| Horror| Thriller,87 min,Directors:Aaron Hann| Mario Miscione|     Stars:Allegra Masters| Aimee McKay| Ashley Key| Autumn Federici
560,Clinton Road,2.1,Comedy| Horror| Thriller,77 min,Directors:Richard Grieco| Steve Stanulis|     Stars:Ace Young| Erin O'Brien| Cody Calafiore| Katie Morrison
561,Nosferatu,8,Comedy| Horror| Thriller,94 min,Director:F.W. Murnau|     Stars:Max Schreck| Alexander Granach| Gustav von Wangenheim| Greta Schröder
562,The Wraith,5.9,Comedy| Horror| Thriller,93 min,Director:Mike Marvin|     Stars:Charlie Sheen| Nick Cassavetes| Sherilyn Fenn| Randy Quaid
563,Little Monsters,5.8,Comedy| Horror| Thriller,94 min,Director:Abe Forsythe|     Stars:Lupita Nyong'o| Josh Gad| Stephen Peacocke| Kat Stewart
564,The Basement,3.8,Comedy| Horror| Thriller,90 min,Directors:Brian M. Conley| Nathan Ives|     Stars:Jackson Davis| Cayleb Long| Mischa Barton| Bailey Anne Borders
565,Backcountry,6,Comedy| Horror| Thriller,92 min,Director:Adam MacDonald|     Stars:Jeff Roop| Missy Peregrym| Nicholas Campbell| Eric Balfour
566,In the Mouth of Madness,7.2,Comedy| Horror| Thriller,95 min,Director:John Carpenter|     Stars:Sam Neill| Jürgen Prochnow| Julie Carmen| David Warner
567,Near Dark,7,Comedy| Horror| Thriller,94 min,Director:Kathryn Bigelow|     Stars:Adrian Pasdar| Jenny Wright| Lance Henriksen| Bill Paxton
568,Piercing,5.6,Comedy| Horror| Thriller,81 min,Director:Nicolas Pesce|     Stars:Christopher Abbott| Mia Wasikowska| Laia Costa| Olivia Bond
569,Underworld Awakening,6.4,Comedy| Horror| Thriller,88 min,Directors:Måns Mårlind| Björn Stein|     Stars:Kate Beckinsale| Michael Ealy| India Eisley| Stephen Rea
570,All the Boys Love Mandy Lane,5.6,Comedy| Horror| Thriller,90 min,Director:Jonathan Levine|     Stars:Amber Heard| Anson Mount| Whitney Able| Michael Welch
571,The Open House,3.3,Comedy| Horror| Thriller,94 min,Directors:Matt Angel| Suzanne Coote|     Stars:Dylan Minnette| Piercey Dalton| Patricia Bethune| Sharif Atkins
572,The Ruins,5.9,Comedy| Horror| Thriller,90 min,Director:Carter Smith|     Stars:Shawn Ashmore| Jena Malone| Jonathan Tucker| Laura Ramsey
573,Spawn,-1,Comedy| Horror| Thriller,-1,Director:Todd McFarlane|     Stars:Jeremy Renner| Jamie Foxx
574,The Belko Experiment,6.1,Comedy| Horror| Thriller,89 min,Director:Greg McLean|     Stars:John Gallagher Jr.| Tony Goldwyn| Adria Arjona| John C. McGinley
575,The Uninvited,6.4,Comedy| Horror| Thriller,87 min,Directors:Charles Guard| Thomas Guard|     Stars:Emily Browning| Arielle Kebbel| Elizabeth Banks| David Strathairn
576,Mortal Kombat 11,7.8,Comedy| Horror| Thriller,-1,Directors:Ed Boon| Martin Stoltz|     Stars:Ike Amadi| Troy Baker| JB Blanc| Steve Blum
577,Re-Animator,7.2,Comedy| Horror| Thriller,105 min,Director:Stuart Gordon|     Stars:Jeffrey Combs| Bruce Abbott| Barbara Crampton| David Gale
578,Les yeux sans visage,7.7,Comedy| Horror| Thriller,90 min,Director:Georges Franju|     Stars:Pierre Brasseur| Alida Valli| Juliette Mayniel| Alexandre Rignault
579,Scooby-Doo 2: Monsters Unleashed,5,Comedy| Horror| Thriller,93 min,Director:Raja Gosnell|     Stars:Freddie Prinze Jr.| Sarah Michelle Gellar| Matthew Lillard| Linda Cardellini
580,Until Dawn,8.9,Comedy| Horror| Thriller,-1,Director:Will Byles|     Stars:Hayden Panettiere| Peter Stormare| Rami Malek| Brett Dalton
581,The Guest,6.7,Comedy| Horror| Thriller,100 min,Director:Adam Wingard|     Stars:Dan Stevens| Sheila Kelley| Maika Monroe| Joel David Moore
582,Videodrome,7.3,Comedy| Horror| Thriller,87 min,Director:David Cronenberg|     Stars:James Woods| Debbie Harry| Sonja Smits| Peter Dvorsky
583,Victor Frankenstein,6,Comedy| Horror| Thriller,110 min,Director:Paul McGuigan|     Stars:Daniel Radcliffe| James McAvoy| Jessica Brown Findlay| Andrew Scott
584,Fear in the Night,6,Comedy| Horror| Thriller,94 min,Director:Jimmy Sangster|     Stars:Judy Geeson| Joan Collins| Ralph Bates| Peter Cushing
585,Wounds,5.2,Comedy| Horror| Thriller,94 min,Director:Babak Anvari|     Stars:Dakota Johnson| Armie Hammer| Zazie Beetz| Karl Glusman
586,Stan Helsing,3.6,Comedy| Horror| Thriller,108 min,Director:Bo Zenga|     Stars:Steve Howey| Diora Baird| Kenan Thompson| Desi Lydic
587,Leviathan,5.8,Comedy| Horror| Thriller,98 min,Director:George P. Cosmatos|     Stars:Peter Weller| Richard Crenna| Amanda Pays| Daniel Stern
588,Malevolent,4.8,Comedy| Horror| Thriller,89 min,Director:Olaf de Fleur Johannesson|     Stars:Florence Pugh| Ben Lloyd-Hughes| Scott Chambers| Georgina Bevan
589,Ôdishon,7.2,Comedy| Horror| Thriller,115 min,Director:Takashi Miike|     Stars:Ryo Ishibashi| Eihi Shiina| Tetsu Sawaki| Jun Kunimura
590,Shingeki no kyojin,5.1,Comedy| Horror| Thriller,98 min,Director:Shinji Higuchi|     Stars:Ashly Burch| Bryce Papenbrook| Monica Rial| Satomi Ishihara
591,The Last House on the Left,6,Comedy| Horror| Thriller,84 min,Director:Wes Craven|     Stars:Sandra Peabody| Lucy Grantham| David Hess| Fred J. Lincoln
592,A Nightmare on Elm Street 3: Dream Warriors,6.6,Comedy| Horror| Thriller,96 min,Director:Chuck Russell|     Stars:Heather Langenkamp| Robert Englund| Craig Wasson| Patricia Arquette
593,Final Destination 5,5.9,Comedy| Horror| Thriller,92 min,Director:Steven Quale|     Stars:Nicholas D'Agosto| Emma Bell| Arlen Escarpeta| Miles Fisher
594,Yoga Hosers,4.3,Comedy| Horror| Thriller,88 min,Director:Kevin Smith|     Stars:Lily-Rose Depp| Harley Quinn Smith| Johnny Depp| Adam Brody
595,From Hell,6.8,Comedy| Horror| Thriller,122 min,Directors:Albert Hughes| Allen Hughes|     Stars:Johnny Depp| Heather Graham| Ian Holm| Robbie Coltrane
596,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.4,Comedy| Horror| Thriller,87 min,Director:Jack Sholder|     Stars:Robert Englund| Mark Patton| Kim Myers| Robert Rusler
597,The Texas Chainsaw Massacre: The Beginning,5.9,Comedy| Horror| Thriller,91 min,Director:Jonathan Liebesman|     Stars:Jordana Brewster| Matt Bomer| Diora Baird| Taylor Handley
598,Rust Creek,5.7,Comedy| Horror| Thriller,108 min,Director:Jen McGowan|     Stars:Hermione Corfield| Denise Dal Vera| Jeremy Glazer| Laura Guzman
599,Braindead,7.5,Comedy| Horror| Thriller,104 min,Director:Peter Jackson|     Stars:Timothy Balme| Diana Peñalver| Elizabeth Moody| Ian Watkin
600,End of Days,5.7,Comedy| Horror| Thriller,122 min,Director:Peter Hyams|     Stars:Arnold Schwarzenegger| Gabriel Byrne| Robin Tunney| Kevin Pollak
601,Honeymoon,5.7,Comedy| Horror| Thriller,87 min,Director:Leigh Janiak|     Stars:Rose Leslie| Harry Treadaway| Ben Huber| Hanna Brown
602,Night of the Living Dead,7.9,Comedy| Horror| Thriller,96 min,Director:George A. Romero|     Stars:Duane Jones| Judith O'Dea| Karl Hardman| Marilyn Eastman
603,Mom and Dad,5.5,Comedy| Horror| Thriller,86 min,Director:Brian Taylor|     Stars:Nicolas Cage| Selma Blair| Anne Winters| Zackary Arthur
604,Clown,5.7,Comedy| Horror| Thriller,100 min,Director:Jon Watts|     Stars:Andy Powers| Laura Allen| Peter Stormare| Christian Distefano
605,Lovecraft Country,-1,Comedy| Horror| Thriller,60 min,Stars:Abbey Lee| Chase Brown| Aunjanue Ellis| Marcus A. Griffin Jr.
606,An American Crime,7.3,Comedy| Horror| Thriller,98 min,Director:Tommy O'Haver|     Stars:Ellen Page| Hayley McFarland| Nick Searcy| Romy Rosemont
607,No One Lives,6,Comedy| Horror| Thriller,86 min,Director:Ryûhei Kitamura|     Stars:Luke Evans| Gary Grubbs| Adelaide Clemens| Derek Magyar
608,Handjob Cabin,8.6,Comedy| Horror| Thriller,3 min,Director:Bennet Silverman|     Stars:Owen Benjamin| Jareb Dauplaise| Pablo Hernandez| Jackson Kendall
609,Unfriended,5.6,Comedy| Horror| Thriller,83 min,Director:Levan Gabriadze|     Stars:Heather Sossaman| Matthew Bohrer| Courtney Halverson| Shelley Hennig
610,Vampire Academy,5.5,Comedy| Horror| Thriller,104 min,Director:Mark Waters|     Stars:Zoey Deutch| Lucy Fry| Danila Kozlovsky| Gabriel Byrne
611,Kill List,6.4,Comedy| Horror| Thriller,95 min,Director:Ben Wheatley|     Stars:Neil Maskell| MyAnna Buring| Harry Simpson| Michael Smiley
612,Sharknado,3.3,Comedy| Horror| Thriller,86 min,Director:Anthony C. Ferrante|     Stars:Ian Ziering| Tara Reid| John Heard| Cassandra Scerbo
613,Twilight Zone: The Movie,6.5,Comedy| Horror| Thriller,101 min,Directors:Joe Dante| John Landis| George Miller| Steven Spielberg|     Stars:Dan Aykroyd| Albert Brooks| Vic Morrow| Doug McGrath
614,The Final Destination,5.2,Comedy| Horror| Thriller,82 min,Director:David R. Ellis|     Stars:Nick Zano| Krista Allen| Andrew Fiscella| Bobby Campo
615,Resident Evil: Apocalypse,6.2,Comedy| Horror| Thriller,94 min,Director:Alexander Witt|     Stars:Milla Jovovich| Sienna Guillory| Eric Mabius| Oded Fehr
616,Idle Hands,6.2,Comedy| Horror| Thriller,92 min,Director:Rodman Flender|     Stars:Devon Sawa| Seth Green| Elden Henson| Jessica Alba
617,The Night Sitter,4.7,Comedy| Horror| Thriller,88 min,Directors:Abiel Bruhn| John Rocco|     Stars:Elyse Dufour| Jack Champion| Jermaine Rivers| Amber Neukum
618,Emelie,5.4,Comedy| Horror| Thriller,82 min,Director:Michael Thelin|     Stars:Sarah Bolger| Carly Adams| Elisha Ali| Tyler Aser
619,Friday the 13th Part VII: The New Blood,5.3,Comedy| Horror| Thriller,88 min,Director:John Carl Buechler|     Stars:Terry Kiser| Jennifer Banko| John Otrin| Susan Blu
620,The Exorcism of Emily Rose,6.7,Comedy| Horror| Thriller,119 min,Director:Scott Derrickson|     Stars:Laura Linney| Tom Wilkinson| Shohreh Aghdashloo| Campbell Scott
621,Mercy Black,4.9,Comedy| Horror| Thriller,88 min,Director:Owen Egerton|     Stars:Daniella Pineda| Austin Amelio| Elle LaMont| Lee Eddy
622,Fubar,5.1,Comedy| Horror| Thriller,85 min,Director:Ben Kent|     Stars:Mark Heap| Sean Verey| Danny Kirrane| David Mumeni
623,Cat People,6.2,Comedy| Horror| Thriller,118 min,Director:Paul Schrader|     Stars:Nastassja Kinski| Malcolm McDowell| John Heard| Annette O'Toole
624,The Human Centipede II (Full Sequence),3.8,Comedy| Horror| Thriller,91 min,Director:Tom Six|     Stars:Laurence R. Harvey| Ashlynn Yennie| Maddi Black| Kandace Caine
625,Mara,5.1,Comedy| Horror| Thriller,98 min,Director:Clive Tonge|     Stars:Olga Kurylenko| Craig Conway| Javier Botet| Rosie Fellner
626,AVPR: Aliens vs Predator - Requiem,4.7,Comedy| Horror| Thriller,94 min,Directors:Colin Strause| Greg Strause|     Stars:Reiko Aylesworth| Steven Pasquale| Shareeka Epps| John Ortiz
627,El espinazo del diablo,7.4,Comedy| Horror| Thriller,106 min,Director:Guillermo del Toro|     Stars:Marisa Paredes| Eduardo Noriega| Federico Luppi| Fernando Tielve
